Country,Job Title,Age Group,Quantity,Percentage
Romania,Data Administrator,18-29,1,0.01%
Romania,Data Administrator,30-49,1,0.01%
Romania,Data Communications Software Consultant,50-69,1,0.01%
Spain,Data Analysis Assistant,50-69,1,0.01%
Romania,Data Entry Supervisor,50-69,1,0.01%
Romania,Data Entry Specialist,50-69,1,0.01%
Romania,Data Entry Representative,50-69,1,0.01%
Romania,Data Entry Operator,30-49,1,0.01%
Romania,Data Entry Clerk,50-69,1,0.01%
Romania,Data Coordinator,50-69,1,0.01%
Spain,Data Analyst,30-49,1,0.01%
Romania,Data Compiler,50-69,1,0.01%
Spain,Data Architect,18-29,1,0.01%
Romania,Data Communications Analyst,30-49,1,0.01%
Spain,Data Communications Analyst,30-49,1,0.01%
Romania,Data Coder Operator,50-69,1,0.01%
Romania,Data Center Operator,50-69,1,0.01%
Romania,Data Center Operator,18-29,1,0.01%
Romania,Data Base Design Analyst,50-69,1,0.01%
Romania,Data Base Design Analyst,18-29,1,0.01%
Romania,Data Architect,50-69,1,0.01%
Spain,Data Collector,18-29,1,0.01%
Romania,Data Architect,18-29,1,0.01%
Romania,Data Analysis Assistant,50-69,1,0.01%
Romania,Data Analysis Assistant,30-49,1,0.01%
Romania,Data Warehousing Manager,18-29,1,0.01%
Romania,Data Warehousing Manager,50-69,1,0.01%
Poland,Data Recovery Planner,50-69,1,0.01%
Slovakia,Data Warehouse Analyst,50-69,1,0.01%
Romania,SQL Database Administrator,30-49,1,0.01%
Romania,SCADA Technician (Supervisory Control and Data Acquisition Technician),30-49,1,0.01%
Romania,SCADA Operator (Supervisory Control and Data Acquisition Operator),50-69,1,0.01%
Romania,Reference Data Expert,50-69,1,0.01%
Romania,Reference Data Expert,30-49,1,0.01%
Romania,Naval Tactical Data System--Combat Information Center Officer,30-49,1,0.01%
Romania,Micro Computer Data Processor,30-49,1,0.01%
Romania,Medical Data Analyst,50-69,1,0.01%
Romania,Marketing Database Analyst,18-29,1,0.01%
Romania,Internet Database Specialist,50-69,1,0.01%
Romania,Health Data Analyst,30-49,1,0.01%
Romania,Head of Information Systems and Data Processing,18-29,1,0.01%
Romania,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,1,0.01%
Romania,Geographic Information Systems Data Administrator (GIS Data Administrator),50-69,1,0.01%
Romania,Geographic Information Systems Data Administrator (GIS Data Administrator),30-49,1,0.01%
Romania,GPS Field Data Collector (Global Positioning System Field Data Collector),50-69,1,0.01%
Romania,Field Traffic Data Technician,50-69,1,0.01%
Romania,Field Traffic Data Technician,30-49,1,0.01%
Romania,Field Artillery Automated Tactical Data System Specialist,50-69,1,0.01%
Romania,Field Artillery Automated Tactical Data System Specialist,18-29,1,0.01%
Romania,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50-69,1,0.01%
Romania,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30-49,1,0.01%
Romania,"Engineer, System Electronic Data Processing (Engineer, System EDP)",18-29,1,0.01%
Slovakia,Data Transcriber,50-69,1,0.01%
Slovakia,Data Systems Manager,50-69,1,0.01%
Slovakia,Data Security Analyst,50-69,1,0.01%
Slovakia,Data Communications Analyst,30-49,1,0.01%
Slovakia,Data Reviewer,30-49,1,0.01%
Slovakia,Data Processing Systems Analyst,18-29,1,0.01%
Slovakia,Data Processing Manager,18-29,1,0.01%
Slovakia,Data Processing Consultant,50-69,1,0.01%
Slovakia,Data Processing Auditor,50-69,1,0.01%
Slovakia,Data Operations Director,50-69,1,0.01%
Slovakia,Data Officer,50-69,1,0.01%
Slovakia,Data Officer,30-49,1,0.01%
Slovakia,Data Management Information Technology Specialist,30-49,1,0.01%
Slovakia,Data Conversion Operator,30-49,1,0.01%
Slovakia,Data Capture Specialist,50-69,1,0.01%
Romania,Voice and Data Technician,50-69,1,0.01%
Slovakia,Data Base Design Analyst,30-49,1,0.01%
Slovakia,Data Administrator,50-69,1,0.01%
Slovakia,Data Administrator,30-49,1,0.01%
Slovakia,Data Acquisition Technician,50-69,1,0.01%
Slovakia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),50-69,1,0.01%
Slovakia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),18-29,1,0.01%
Slovakia,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Slovakia,Automatic Data Processing Planner,50-69,1,0.01%
Slovakia,Automatic Data Processing Planner,30-49,1,0.01%
Slovakia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),30-49,1,0.01%
Romania,Electronic Data Processing Auditor (EDP Auditor),18-29,1,0.01%
Slovakia,Data Warehouse Developer,30-49,1,0.01%
Slovenia,Data Center Operator,50-69,1,0.01%
Slovakia,Data Warehouse Specialist,50-69,1,0.01%
Slovakia,Database Tester,50-69,1,0.01%
Romania,Database Development and Administration Project Manager,50-69,1,0.01%
Slovakia,Databases Computer Consultant,50-69,1,0.01%
Slovakia,Databases Software Consultant,50-69,1,0.01%
Slovakia,Flight Data Technician,30-49,1,0.01%
Romania,Database Development and Administration Project Manager,18-29,1,0.01%
Romania,Database Designer,50-69,1,0.01%
Romania,Database Design Analyst,50-69,1,0.01%
Romania,Database Design Analyst,30-49,1,0.01%
Romania,Database Consultant,18-29,1,0.01%
Romania,Database Architect,30-49,1,0.01%
Slovakia,Geographic Information Systems Data Administrator (GIS Data Administrator),18-29,1,0.01%
Romania,Database Architect,18-29,1,0.01%
Slovakia,Geographic Information Systems Data Manager (GIS Data Manager),30-49,1,0.01%
Slovakia,Internet Database Specialist,50-69,1,0.01%
Romania,Database Analyst,50-69,1,0.01%
Slovenia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),50-69,1,0.01%
Romania,Database Administration Manager,50-69,1,0.01%
Romania,Database Administration Manager,18-29,1,0.01%
Romania,Database Administration Associate,50-69,1,0.01%
Slovenia,Automatic Data Processing Planner,30-49,1,0.01%
Slovenia,Clinical Data Associate,50-69,1,0.01%
Romania,Data Warehousing Specialist,50-69,1,0.01%
Romania,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Slovakia,Database Specialist,50-69,1,0.01%
Romania,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Romania,Database Specialist,30-49,1,0.01%
Slovakia,Data Warehousing Engineer,30-49,1,0.01%
Slovakia,Data Warehousing Manager,30-49,1,0.01%
Slovakia,Data Warehousing Specialist,30-49,1,0.01%
Slovakia,Database Consultant,30-49,1,0.01%
Romania,Electronic Data Interchange System Developer (EDI System Developer),50-69,1,0.01%
Romania,Electronic Data Interchange System Developer (EDI System Developer),30-49,1,0.01%
Romania,Databases Software Consultant,30-49,1,0.01%
Romania,Databases Computer Consultant,50-69,1,0.01%
Romania,Databases Computer Consultant,30-49,1,0.01%
Romania,Database Technician,50-69,1,0.01%
Slovakia,Database Engineer,50-69,1,0.01%
Romania,Database Manager,30-49,1,0.01%
Romania,Database Specialist,18-29,1,0.01%
Romania,Database Software Technician,30-49,1,0.01%
Romania,Database Security Expert,50-69,1,0.01%
Slovakia,Database Management System Specialist (DBMS Specialist),18-29,1,0.01%
Slovakia,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Slovakia,Database Security Administrator,30-49,1,0.01%
Romania,Database Programmer,50-69,1,0.01%
Romania,Database Programmer,18-29,1,0.01%
Romania,Database Modeler,30-49,1,0.01%
Romania,Database Manager,50-69,1,0.01%
Spain,Data Examination Clerk,50-69,1,0.01%
Portugal,Micro Computer Data Processor,30-49,1,0.01%
Spain,Data Input Clerk,18-29,1,0.01%
Spain,Head of Information Systems and Data Processing,30-49,1,0.01%
Poland,Medical Data Analyst,30-49,1,0.01%
Spain,Electronic Data Interchange System Developer (EDI System Developer),18-29,1,0.01%
Poland,Log Data Technician,30-49,1,0.01%
Poland,LiDAR Data Analyst,30-49,1,0.01%
Poland,Internet Database Specialist,50-69,1,0.01%
Poland,Internet Database Specialist,30-49,1,0.01%
Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),18-29,1,0.01%
Spain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50-69,1,0.01%
Spain,Field Artillery Automated Tactical Data System Specialist,30-49,1,0.01%
Spain,Field Artillery Automated Tactical Data System Specialist,50-69,1,0.01%
Spain,Field Traffic Data Technician,30-49,1,0.01%
Spain,Flight Data Technician,30-49,1,0.01%
Spain,Flight Test Data Acquisition Technician,50-69,1,0.01%
Poland,Flight Test Data Acquisition Technician,50-69,1,0.01%
Poland,Flight Test Data Acquisition Technician,18-29,1,0.01%
Poland,Field Traffic Data Technician,30-49,1,0.01%
Poland,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50-69,1,0.01%
Poland,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30-49,1,0.01%
Poland,Electronic Data Processing Auditor (EDP Auditor),50-69,1,0.01%
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),18-29,1,0.01%
Poland,Electronic Data Interchange System Developer (EDI System Developer),30-49,1,0.01%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),18-29,1,0.01%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),30-49,1,0.01%
Spain,Datastage Developer,30-49,1,0.01%
Poland,Naval Tactical Data System--Combat Information Center Officer,50-69,1,0.01%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",30-49,1,0.01%
Poland,Survey Data Technician,50-69,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security),18-29,1,0.01%
Portugal,Automatic Data Processing Planner (ADP Planner),50-69,1,0.01%
Portugal,Automatic Data Processing Planner,30-49,1,0.01%
Portugal,Automatic Data Processing Customer Liaison (ADP Customer Liaison),18-29,1,0.01%
Slovakia,Data Security Analyst,30-49,1,0.01%
Spain,Database Consultant,30-49,1,0.01%
Poland,Weight in Motion Field Data Collection Technician,50-69,1,0.01%
Poland,Voice and Data Technician,18-29,1,0.01%
Spain,Database Developer,30-49,1,0.01%
Spain,Database Manager,30-49,1,0.01%
Spain,Databases Computer Consultant,50-69,1,0.01%
Spain,Database Marketing Analyst,50-69,1,0.01%
Poland,Scientific Database Curator,30-49,1,0.01%
Poland,SCADA Operator (Supervisory Control and Data Acquisition Operator),18-29,1,0.01%
Poland,Reference Data Expert,50-69,1,0.01%
Poland,Oracle Database Administrator (Oracle DBA),18-29,1,0.01%
Spain,Database Software Technician,18-29,1,0.01%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, General",50-69,1,0.01%
Spain,Database Technician,30-49,1,0.01%
Spain,Database Tester,30-49,1,0.01%
Poland,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",50-69,1,0.01%
Spain,Head of Information Systems and Data Processing,18-29,1,0.01%
Poland,Databases Software Consultant,30-49,1,0.01%
Portugal,Log Data Technician,50-69,1,0.01%
Poland,Databases Computer Consultant,18-29,1,0.01%
Spain,"Operations Officer, Afloat (Naval Tactical Data Systems)",50-69,1,0.01%
Poland,Database Administration Associate,50-69,1,0.01%
Poland,Database Administration Associate,18-29,1,0.01%
Poland,Data Warehousing Specialist,18-29,1,0.01%
Poland,Data Warehousing Engineer,50-69,1,0.01%
Poland,Data Warehousing Engineer,30-49,1,0.01%
Poland,Data Warehousing Engineer,18-29,1,0.01%
Poland,Data Warehouse Specialist,18-29,1,0.01%
Spain,Reference Data Expert,30-49,1,0.01%
Spain,Reference Data Expert,50-69,1,0.01%
Spain,SCADA Operator (Supervisory Control and Data Acquisition Operator),18-29,1,0.01%
Poland,Data Warehouse Architect,30-49,1,0.01%
Poland,Data Warehouse Architect,18-29,1,0.01%
Poland,Data Warehouse Analyst,30-49,1,0.01%
Poland,Data Warehouse Analyst,18-29,1,0.01%
Spain,SCADA Technician (Supervisory Control and Data Acquisition Technician),50-69,1,0.01%
Poland,Data Typist,18-29,1,0.01%
Poland,Data Transcriber,30-49,1,0.01%
Poland,Data Technician,50-69,1,0.01%
Poland,Data Systems Manager,18-29,1,0.01%
Poland,Data Security Analyst,18-29,1,0.01%
Poland,Data Reviewer,50-69,1,0.01%
Poland,Data Reduction Technician,18-29,1,0.01%
Poland,Database Administration Project Manager,50-69,1,0.01%
Poland,Database Administrator (DBA),30-49,1,0.01%
Poland,Database Administrator (DBA),50-69,1,0.01%
Poland,Database Marketing Analyst,50-69,1,0.01%
Poland,Database Tester,30-49,1,0.01%
Poland,Database Technician,50-69,1,0.01%
Poland,Database Specialist,50-69,1,0.01%
Poland,Database Software Technician,18-29,1,0.01%
Poland,Database Security Expert,18-29,1,0.01%
Spain,Internet Database Specialist,30-49,1,0.01%
Poland,Database Programmer,50-69,1,0.01%
Poland,Database Programmer,18-29,1,0.01%
Poland,Database Modeler,30-49,1,0.01%
Poland,Database Modeler,18-29,1,0.01%
Poland,Database Manager,18-29,1,0.01%
Poland,Database Analyst,30-49,1,0.01%
Poland,Database Engineer,50-69,1,0.01%
Spain,Maintenance Data Analyst,50-69,1,0.01%
Spain,Marketing Database Analyst,30-49,1,0.01%
Spain,Medical Data Analyst,50-69,1,0.01%
Poland,Database Developer,50-69,1,0.01%
Poland,Database Developer,18-29,1,0.01%
Spain,Naval Tactical Data System--Combat Information Center Officer,18-29,1,0.01%
Poland,Database Architect,50-69,1,0.01%
Poland,Database Architect,18-29,1,0.01%
Poland,Database Analyst,50-69,1,0.01%
Portugal,Clinical Data Coordinator,30-49,1,0.01%
Portugal,Clinical Data Management Associate Director,30-49,1,0.01%
Portugal,Clinical Data Manager,50-69,1,0.01%
Portugal,Clinical Data Specialist,50-69,1,0.01%
Portugal,Databases Computer Consultant,30-49,1,0.01%
Portugal,Database Specialist,50-69,1,0.01%
Portugal,Database Specialist,30-49,1,0.01%
Portugal,Database Specialist,18-29,1,0.01%
Spain,Data Processing Manager,30-49,1,0.01%
Spain,Data Processing Mechanic,50-69,1,0.01%
Portugal,Database Software Technician,50-69,1,0.01%
Spain,Data Processing Systems Analyst,18-29,1,0.01%
Portugal,Database Software Technician,30-49,1,0.01%
Portugal,Database Marketing Analyst,50-69,1,0.01%
Portugal,Database Manager,50-69,1,0.01%
Spain,Data Recovery Planner,30-49,1,0.01%
Portugal,Database Management System Specialist (DBMS Specialist),18-29,1,0.01%
Spain,Data Recovery Planner,50-69,1,0.01%
Spain,Data Reviewer,30-49,1,0.01%
Spain,Data Sciences Director,30-49,1,0.01%
Portugal,Database Engineer,50-69,1,0.01%
Portugal,Database Engineer,30-49,1,0.01%
Spain,Data Scientist,18-29,1,0.01%
Spain,Data Security Administrator,18-29,1,0.01%
Portugal,Database Development and Administration Project Manager,50-69,1,0.01%
Portugal,Database Architect,30-49,1,0.01%
Portugal,Database Administration Manager,50-69,1,0.01%
Spain,Data Processing Clerk,30-49,1,0.01%
Portugal,Databases Software Consultant,18-29,1,0.01%
Spain,Data Processing Auxiliary Equipment Operator,50-69,1,0.01%
Portugal,Electronic Data Processing Auditor (EDP Auditor),50-69,1,0.01%
Portugal,LiDAR Data Analyst,50-69,1,0.01%
Portugal,Internet Database Specialist,30-49,1,0.01%
Portugal,Geographic Information Systems Database Administrator (GIS Database Administrator),50-69,1,0.01%
Spain,Data Keyer,50-69,1,0.01%
Portugal,Geographic Information Systems Data Manager (GIS Data Manager),30-49,1,0.01%
Portugal,Geographic Information Systems Data Administrator (GIS Data Administrator),18-29,1,0.01%
Spain,Data Management Information Technology Specialist,30-49,1,0.01%
Spain,Data Management Manager,50-69,1,0.01%
Portugal,Field Traffic Data Technician,50-69,1,0.01%
Portugal,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30-49,1,0.01%
Spain,Data Miner,18-29,1,0.01%
Portugal,Databases Software Consultant,30-49,1,0.01%
Portugal,Electronic Data Interchange System Developer (EDI System Developer),50-69,1,0.01%
Spain,Data Modeler,50-69,1,0.01%
Spain,Data Modeling Specialist,18-29,1,0.01%
Spain,Data Officer,30-49,1,0.01%
Spain,Data Officer,50-69,1,0.01%
Spain,Data Operations Director,30-49,1,0.01%
Lithuania,Database Security Administrator,50-69,1,0.01%
Portugal,Databases Software Consultant,50-69,1,0.01%
Spain,Data Processing Auditor,18-29,1,0.01%
Spain,Data Processing Auxiliary Equipment Operator,30-49,1,0.01%
Spain,Data Security Analyst,30-49,1,0.01%
Portugal,Database Administration Associate,50-69,1,0.01%
Portugal,Database Administration Associate,18-29,1,0.01%
Portugal,Data Entry Machine Operator,50-69,1,0.01%
Spain,Data Warehousing Manager,18-29,1,0.01%
Portugal,Data Officer,30-49,1,0.01%
Portugal,Data Modeling Specialist,50-69,1,0.01%
Portugal,Data Miner,50-69,1,0.01%
Spain,Database Administration Associate,30-49,1,0.01%
Portugal,Data Manager,50-69,1,0.01%
Portugal,Data Management Manager,50-69,1,0.01%
Portugal,Data Management Information Technology Specialist,50-69,1,0.01%
Portugal,Data Management Associate,18-29,1,0.01%
Spain,Database Administration Manager,18-29,1,0.01%
Spain,Database Administration Project Manager,30-49,1,0.01%
Portugal,Data Processing Consultant,30-49,1,0.01%
Portugal,Data Coordinator,30-49,1,0.01%
Portugal,Data Coordinator,18-29,1,0.01%
Spain,Database Administration Project Manager,50-69,1,0.01%
Portugal,Data Conversion Operator,30-49,1,0.01%
Portugal,Data Communications Technician,50-69,1,0.01%
Portugal,Data Communications Software Consultant,30-49,1,0.01%
Portugal,Data Communications Software Consultant,18-29,1,0.01%
Portugal,Data Collector,50-69,1,0.01%
Portugal,Data Center Operator,30-49,1,0.01%
Portugal,Computer or Data Processing Systems Consultant,30-49,1,0.01%
Portugal,Data Processing Clerk,50-69,1,0.01%
Portugal,Data Processing Control Clerk,50-69,1,0.01%
Spain,Data Typist,50-69,1,0.01%
Portugal,Data Recovery Planner,30-49,1,0.01%
Portugal,Data Warehousing Manager,30-49,1,0.01%
Portugal,Data Warehousing Engineer,50-69,1,0.01%
Portugal,Data Warehouse Specialist,30-49,1,0.01%
Portugal,Data Storage Specialist,50-69,1,0.01%
Portugal,Data Storage Specialist,18-29,1,0.01%
Portugal,Data Scientist,30-49,1,0.01%
Portugal,Data Reduction Technician,50-69,1,0.01%
Portugal,Data Recovery Planner,50-69,1,0.01%
Spain,Data Warehouse Architect,30-49,1,0.01%
Spain,Data Warehouse Developer,30-49,1,0.01%
Portugal,Data Recovery Planner,18-29,1,0.01%
Portugal,Data Processing Equipment Repairer,50-69,1,0.01%
Spain,Data Warehouse Developer,50-69,1,0.01%
Portugal,Data Processor,50-69,1,0.01%
Portugal,Data Processing Systems Project Planner,50-69,1,0.01%
Spain,Data Warehouse Specialist,18-29,1,0.01%
Portugal,Data Processing Systems Project Planner,30-49,1,0.01%
Portugal,Data Processing Services Sales Representative,50-69,1,0.01%
Spain,Data Warehousing Engineer,18-29,1,0.01%
Spain,Data Warehousing Engineer,50-69,1,0.01%
Portugal,Data Processing Manager,50-69,1,0.01%
Portugal,Data Processing Manager,18-29,1,0.01%
Lithuania,Database Specialist,30-49,1,0.01%
Austria,Automatic Data Processing Customer Liaison (ADP Customer Liaison),30-49,1,0.01%
Lithuania,Database Manager,50-69,1,0.01%
Denmark,Oracle Database Administrator (Oracle DBA),30-49,1,0.01%
Finland,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Finland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),30-49,1,0.01%
Estonia,Unemployed,50-69,1,0.01%
Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),30-49,1,0.01%
Estonia,Director of Data Operations,30-49,1,0.01%
Estonia,Database Manager,50-69,1,0.01%
Estonia,Database Administration Manager,50-69,1,0.01%
Estonia,Data Processing Supervisor,50-69,1,0.01%
Estonia,Data Operations Director,30-49,1,0.01%
Estonia,Data Management Information Technology Specialist,30-49,1,0.01%
Estonia,Data Entry Supervisor,18-29,1,0.01%
Estonia,Data Collection Technician,50-69,1,0.01%
Estonia,Data Base Design Analyst,30-49,1,0.01%
Denmark,SQL Database Administrator,50-69,1,0.01%
Denmark,Medical Data Analyst,50-69,1,0.01%
Finland,Computer or Data Processing Systems Consultant,30-49,1,0.01%
Denmark,Internet Database Specialist,50-69,1,0.01%
Denmark,Health Data Analyst,50-69,1,0.01%
Denmark,Field Traffic Data Technician,50-69,1,0.01%
Denmark,Electronic Data Processing Auditor (EDP Auditor),50-69,1,0.01%
Denmark,Electronic Data Interchange System Developer (EDI System Developer),50-69,1,0.01%
Denmark,Electronic Data Interchange System Developer (EDI System Developer),30-49,1,0.01%
Denmark,Director of Data Operations,50-69,1,0.01%
Denmark,Databases Computer Consultant,50-69,1,0.01%
Denmark,Database Tester,50-69,1,0.01%
Denmark,Database Tester,30-49,1,0.01%
Denmark,Database Modeler,50-69,1,0.01%
Denmark,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Denmark,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Denmark,Database Engineer,18-29,1,0.01%
Finland,Clinical Data Management Manager (CDM Manager),50-69,1,0.01%
Finland,Computer or Data Processing Systems Consultant,50-69,1,0.01%
Lithuania,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Finland,Data Processing Manager,18-29,1,0.01%
Finland,Database Administration Manager,30-49,1,0.01%
Finland,Database Administration Associate,50-69,1,0.01%
Finland,Data Warehousing Specialist,30-49,1,0.01%
Finland,Data Warehousing Manager,50-69,1,0.01%
Finland,Data Warehousing Engineer,50-69,1,0.01%
Finland,Data Warehouse Developer,50-69,1,0.01%
Finland,Data Transcriber,30-49,1,0.01%
Finland,Data Storage Specialist,30-49,1,0.01%
Finland,Data Security Analyst,30-49,1,0.01%
Finland,Data Scientist,50-69,1,0.01%
Finland,Data Reduction Technician,50-69,1,0.01%
Finland,Data Reduction Technician,30-49,1,0.01%
Finland,Data Processing Systems Analyst,50-69,1,0.01%
Finland,Data Processing Mechanic,50-69,1,0.01%
Finland,Data Processing Consultant,50-69,1,0.01%
Finland,Data Administrator,50-69,1,0.01%
Finland,Data Operations Director,30-49,1,0.01%
Finland,Data Officer,30-49,1,0.01%
Finland,Data Modeling Specialist,30-49,1,0.01%
Finland,Data Modeling Specialist,18-29,1,0.01%
Finland,Data Manager,50-69,1,0.01%
Finland,Data Management Information Technology Specialist,50-69,1,0.01%
Finland,Data Entry Representative,50-69,1,0.01%
Finland,Data Coordinator,50-69,1,0.01%
Finland,Data Coordinator,30-49,1,0.01%
Finland,Data Coordinator,18-29,1,0.01%
Finland,Data Communications Analyst,30-49,1,0.01%
Finland,Data Collection Technician,50-69,1,0.01%
Finland,Data Architect,50-69,1,0.01%
Finland,Data Analysis Assistant,50-69,1,0.01%
Denmark,Database Designer,50-69,1,0.01%
Denmark,Database Consultant,50-69,1,0.01%
Denmark,Database Administration Associate,50-69,1,0.01%
Czechia,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Czechia,Health Data Analyst,18-29,1,0.01%
Czechia,Head of Information Systems and Data Processing,50-69,1,0.01%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),50-69,1,0.01%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),30-49,1,0.01%
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),50-69,1,0.01%
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),30-49,1,0.01%
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),50-69,1,0.01%
Czechia,Flight Test Data Acquisition Technician,18-29,1,0.01%
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50-69,1,0.01%
Czechia,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Czechia,Databases Software Consultant,30-49,1,0.01%
Czechia,Database Specialist,30-49,1,0.01%
Czechia,Database Security Administrator,30-49,1,0.01%
Czechia,Database Marketing Analyst,18-29,1,0.01%
Czechia,Database Development and Administration Project Manager,50-69,1,0.01%
Denmark,Data Warehousing Specialist,50-69,1,0.01%
Czechia,Database Development Project Manager,50-69,1,0.01%
Czechia,Database Designer,50-69,1,0.01%
Czechia,Database Coordinator,50-69,1,0.01%
Czechia,Database Coordinator,30-49,1,0.01%
Czechia,Database Consultant,50-69,1,0.01%
Czechia,Database Administrator (DBA),18-29,1,0.01%
Czechia,Database Administration Associate,50-69,1,0.01%
Czechia,Data Warehousing Specialist,50-69,1,0.01%
Czechia,Data Warehousing Engineer,50-69,1,0.01%
Czechia,Data Warehouse Developer,50-69,1,0.01%
Czechia,Data Warehouse Architect,50-69,1,0.01%
Czechia,Data Warehouse Architect,30-49,1,0.01%
Czechia,Data Warehouse Analyst,50-69,1,0.01%
Czechia,Data Warehouse Analyst,18-29,1,0.01%
Czechia,Internet Database Specialist,18-29,1,0.01%
Czechia,Internet Database Specialist,30-49,1,0.01%
Czechia,Maintenance Data Analyst,50-69,1,0.01%
Czechia,Marketing Database Analyst,50-69,1,0.01%
Denmark,Data Warehouse Specialist,30-49,1,0.01%
Denmark,Data Warehouse Developer,50-69,1,0.01%
Denmark,Data Warehouse Analyst,18-29,1,0.01%
Denmark,Data Typist,50-69,1,0.01%
Denmark,Data Transcriber,50-69,1,0.01%
Denmark,Data Systems Manager,30-49,1,0.01%
Denmark,Data Storage Specialist,50-69,1,0.01%
Denmark,Data Storage Specialist,30-49,1,0.01%
Denmark,Data Scientist,18-29,1,0.01%
Denmark,Data Processing Manager,30-49,1,0.01%
Denmark,Data Processing Auditor,50-69,1,0.01%
Denmark,Data Operations Director,30-49,1,0.01%
Denmark,Data Officer,30-49,1,0.01%
Denmark,Data Officer,18-29,1,0.01%
Denmark,Data Manager,18-29,1,0.01%
Denmark,Data Management Information Technology Specialist,30-49,1,0.01%
Denmark,Data Keyer,18-29,1,0.01%
Denmark,Data Base Design Analyst,18-29,1,0.01%
Denmark,Data Architect,30-49,1,0.01%
Denmark,Clinical Data Manager,30-49,1,0.01%
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),18-29,1,0.01%
Denmark,Automatic Data Processing Planner,50-69,1,0.01%
Denmark,Automatic Data Processing Planner,30-49,1,0.01%
Czechia,SQL Database Administrator,30-49,1,0.01%
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),50-69,1,0.01%
Czechia,Oracle Database Administrator (Oracle DBA),30-49,1,0.01%
Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",30-49,1,0.01%
Czechia,Naval Tactical Data System--Combat Information Center Officer,50-69,1,0.01%
Czechia,Micro Computer Data Processor,50-69,1,0.01%
Finland,Database Consultant,18-29,1,0.01%
Finland,Database Coordinator,50-69,1,0.01%
Finland,Database Development Project Manager,18-29,1,0.01%
France,Data Warehousing Manager,30-49,1,0.01%
France,Datastage Developer,30-49,1,0.01%
France,Databases Software Consultant,18-29,1,0.01%
France,Database Security Expert,18-29,1,0.01%
France,Database Programmer,30-49,1,0.01%
France,Database Marketing Analyst,18-29,1,0.01%
France,Database Manager,18-29,1,0.01%
France,Database Engineer,18-29,1,0.01%
France,Database Development Project Manager,50-69,1,0.01%
France,Database Developer,50-69,1,0.01%
France,Database Consultant,18-29,1,0.01%
France,Database Analyst,18-29,1,0.01%
France,Database Administration Project Manager,50-69,1,0.01%
France,Database Administration Associate,18-29,1,0.01%
France,Data Warehousing Specialist,18-29,1,0.01%
France,Data Warehousing Engineer,30-49,1,0.01%
France,Data Processing Manager,30-49,1,0.01%
France,Data Warehouse Developer,30-49,1,0.01%
France,Data Typist,50-69,1,0.01%
France,Data Transcriber,50-69,1,0.01%
France,Data Transcriber,30-49,1,0.01%
France,Data Transcriber,18-29,1,0.01%
France,Data Technician,50-69,1,0.01%
France,Data Storage Specialist,18-29,1,0.01%
France,Data Specialist,50-69,1,0.01%
France,Data Security Administrator,18-29,1,0.01%
France,Data Scientist,30-49,1,0.01%
France,Data Sciences Director,30-49,1,0.01%
